Weather_Condition,Air_Traffic_Congestion,Technical_Issues,Airport_Operations,Security_Conditions,Late_Arrivals,Delay
45,88,15,70,74,83,8.529851016
59,19,13,92,75,72,1.030918639
98,42,100,0,8,61,2.229238754
19,85,44,59,87,44,1.362489508
51,31,69,17,52,56,0.894498204
21,97,63,82,98,36,8.241075308
67,82,2,96,12,32,1.075099039
15,0,76,50,66,10,3.119377327
20,16,74,25,51,100,7.313219517
43,85,12,48,36,64,1.042888239
61,37,31,29,37,73,2.228359816
20,100,98,1,72,94,14.23770025
10,80,47,29,8,58,1.81965556
59,81,9,64,72,0,1.555649589
36,40,43,53,49,36,0.963405135
43,10,67,2,81,10,5.004422952
21,76,17,4,77,30,2.025791588
83,71,70,25,15,48,1.861440423
65,95,4,86,53,9,5.822084068
42,55,9,47,12,67,1.013117525
74,64,90,55,13,81,3.085891799
20,44,81,50,5,14,1.057328864
32,11,76,63,89,14,3.414004505
16,59,91,0,90,24,0.230236647
35,11,19,80,10,32,2.215271955
13,59,41,29,41,64,3.350407458
36,98,17,29,1,23,1.606780621
30,6,13,56,35,59,2.219549046
3,82,99,16,55,22,0.528493474
5,87,41,43,48,33,2.045839908
49,5,94,93,20,67,9.141741647
84,34,30,45,32,83,1.032440892
76,0,2,54,35,89,1.238662864
37,39,63,79,76,27,7.420830876
78,39,53,23,50,15,1.5319258
4,24,41,0,52,82,2.869961086
37,6,17,7,96,57,5.500678363
23,79,86,27,90,21,1.952141278
17,55,88,25,21,15,1.661673653
92,32,90,77,57,82,0.966105971
31,0,56,72,29,97,5.591320931
70,22,34,61,5,45,8.263244008
93,93,55,34,66,63,0.646133725
89,6,11,18,8,86,8.075473002
71,98,67,45,42,81,1.074657262
88,53,84,39,13,50,4.79344398
29,28,21,38,3,13,1.082140691
87,69,50,15,6,1,0.851531713
29,99,73,51,54,1,19.07202577
4,95,83,73,30,51,1.131967231
3,8,11,59,56,34,1.104951501
50,19,65,35,48,14,24
8,83,26,74,99,71,0.319257946
54,58,20,67,100,68,0.546030636
32,91,89,10,19,1,8.187235076
92,93,92,31,50,96,10.52337385
30,46,15,96,100,1,5.763647242
82,57,50,50,23,28,1.773084098
53,68,98,89,77,76,1.194511808
60,17,70,91,20,3,10.5146811
65,5,47,17,50,12,1.670128754
19,70,9,88,96,93,10.47450006
75,2,67,70,33,39,15.34814785
84,51,9,21,15,80,3.194473448
60,100,36,26,59,27,1.731459575
94,60,76,21,63,90,1.090655487
35,75,40,35,26,79,20.08889435
83,32,19,82,23,88,1.592611403
19,87,6,47,10,54,0.936282115
44,19,1,89,6,4,3.592471037
99,89,18,85,4,74,6.054804124
45,100,41,43,93,32,1.142422572
17,67,51,53,42,96,2.092823591
69,94,55,87,67,56,3.266177951
96,49,7,33,67,8,4.990345249
73,88,34,56,77,93,3.913346621
17,29,24,72,76,1,1.050974375
63,16,22,31,68,56,1.823100533
33,30,29,46,87,18,22.53218437
78,13,7,0,7,21,1.612393611
2,32,80,59,34,67,3.055819429
71,77,81,57,34,58,2.780296914
10,46,30,31,1,76,1.067028597
45,82,49,80,74,70,1.594163475
95,55,79,63,15,93,3.678774561
41,80,15,60,35,53,7.518342103
16,96,99,92,14,10,3.821716904
46,13,17,57,38,54,2.204972959
29,28,36,56,38,81,2.078591733
42,5,31,100,74,12,0.991020638
7,23,33,73,6,4,11.53430646
39,27,63,45,79,27,12.39311596
70,99,100,66,51,9,3.223899973
19,55,54,97,26,83,9.063856207
75,2,34,92,88,45,1.21183008
84,3,11,20,39,55,11.12979358
27,37,4,21,89,18,12.12998245
27,31,30,14,28,93,7.032722133
58,53,49,37,99,30,3.751693793
61,59,22,70,19,51,10.77066212
79,72,42,66,38,82,1.433072627
73,41,29,64,89,65,1.59566167
53,47,100,39,5,3,5.324241124
85,75,29,65,5,100,2.540305509
6,49,32,10,67,89,4.698630741
67,57,80,47,38,68,3.836908419
23,97,100,34,14,44,2.855454906
97,96,67,50,76,76,2.003773816
40,36,70,43,73,46,0.201984345
53,56,0,31,10,67,1.588003596
13,22,35,56,44,13,2.111231582
43,90,74,55,70,86,3.025430261
48,73,89,81,96,70,1.903788461
62,63,6,57,32,46,2.037519321
80,79,8,16,61,12,2.014271042
44,89,45,28,5,11,2.672458316
71,53,68,42,84,43,1.57191288
76,30,18,77,34,59,0.901505569
6,43,42,53,93,70,1.650092313
2,55,14,44,45,94,5.431347961
87,3,48,96,52,42,3.170857868
46,98,22,91,93,1,9.543544531
87,33,94,33,17,20,2.269458584
60,77,50,14,9,3,14.65260583
70,40,97,3,97,18,5.022608099
29,44,83,19,78,13,4.097286967
4,64,19,10,87,36,1.148549908
84,13,16,35,67,10,2.199291819
71,62,22,87,99,60,6.705852979
6,9,73,82,19,67,4.35829066
38,33,80,22,9,100,1.846417371
1,77,61,44,76,49,3.986275737
42,51,86,13,29,3,3.835129866
11,62,35,38,28,48,3.486667229
27,60,8,14,72,27,2.26791954
18,55,84,97,63,92,6.755378192
27,68,65,22,84,72,2.101036476
98,65,58,49,39,42,1.877372055
75,58,42,87,65,32,3.045775281
91,61,61,56,40,62,18.15560662
89,67,68,4,33,7,7.151882639
69,49,11,58,50,74,0.444985905
18,15,80,97,87,93,3.013997082
63,79,44,78,10,18,9.09774187
90,10,91,70,56,11,0.729394492
8,45,41,5,39,41,0.574090315
40,67,9,85,35,36,0.169157685
49,45,72,63,75,79,5.74775052
9,63,57,43,78,33,3.503059194
73,43,5,98,49,90,5.840135147
96,44,77,7,59,50,2.121911835
81,69,99,19,91,92,3.49912246
53,7,90,86,40,34,1.378592965
9,91,8,11,15,16,7.313651767
6,51,95,94,20,60,1.069502139
31,69,69,47,37,39,1.438193579
53,30,31,27,89,80,15.06263824
69,100,11,12,78,50,11.61163928
82,99,13,46,47,88,7.20200347
62,74,48,66,78,74,2.848238813
33,79,39,23,88,13,0.79840131
42,52,78,90,81,54,2.655012433
4,39,73,79,95,18,2.291942557
18,31,25,88,85,0,1.228510402
53,1,64,22,76,92,2.403304751
13,11,99,34,16,47,3.201862105
9,31,51,91,60,6,3.062523021
48,11,53,18,5,1,2.849639922
10,29,83,86,15,22,2.047633074
30,34,15,33,6,43,0.460714399
65,45,78,52,14,79,1.450263552
9,18,1,10,62,72,6.341455586
20,64,33,99,96,82,2.415092494
0,68,1,30,89,18,2.443305533
45,16,28,88,63,15,1.352543119
94,25,43,75,94,88,1.356102941
74,92,51,63,55,82,1.589944828
73,51,9,56,59,30,9.975008056
19,67,30,88,9,67,2.61976056
20,11,45,4,49,63,5.68184778
36,34,13,75,24,66,6.476513439
100,27,61,81,75,5,2.507938113
13,86,92,23,21,97,1.244720868
57,54,68,68,62,92,3.072034101
56,80,96,99,69,98,2.581296139
56,22,76,87,65,54,1.496144131
68,48,71,50,31,83,0.435557285
69,89,72,87,26,8,0.792154339
23,5,92,46,2,83,5.941682029
79,54,93,65,51,78,2.330845242
59,43,76,97,85,74,1.822107658
22,9,52,94,21,85,16.34709296
46,30,68,89,52,66,0.856722381
37,38,24,76,80,55,1.403054125
79,12,59,28,21,83,8.17812525
51,57,98,91,82,57,1.048571023
12,25,55,29,64,0,0.966992321
7,74,56,21,51,35,0.963395945
31,81,28,75,85,13,13.03835039
85,74,54,59,7,64,1.895965704
16,100,63,92,55,96,1.013755727
4,18,55,94,40,26,5.058536551
71,1,12,71,31,35,0.452573171
49,24,58,90,14,72,2.307290391
93,1,41,66,34,27,23.24136025
82,66,90,0,16,78,3.053636733
11,90,42,65,60,50,1.261364657
88,69,46,29,72,69,4.562577991
43,53,85,33,38,88,1.307346735
76,86,51,33,50,11,4.310113377
67,49,83,84,80,9,1.348307188
58,80,75,50,18,35,16.09684388
9,62,65,24,45,5,7.054580482
47,97,32,90,41,73,5.163608302
27,41,77,73,31,24,0.53127567
4,8,10,75,56,4,8.05555592
91,62,27,80,55,87,3.369605342
43,81,76,28,35,46,3.686888193
30,86,8,92,70,51,2.352421899
15,79,27,26,12,96,7.307269555
22,76,57,23,26,69,5.144464876
92,32,11,28,66,3,2.070407614
20,5,60,20,75,28,2.420255586
1,61,92,58,8,45,6.240366578
22,13,77,35,73,68,0.589631435
79,88,22,36,86,66,4.116994411
10,53,98,27,8,18,1.925288635
72,98,59,40,56,45,1.819278772
1,71,84,96,20,42,6.793607873
81,96,92,69,5,40,6.825456645
12,55,30,73,18,88,3.585153635
44,77,37,97,87,40,0.476109553
71,99,30,88,59,93,4.527952372
9,42,73,78,61,91,3.23987599
90,3,68,87,24,14,1.725295937
80,66,45,86,23,49,0.615571407
87,80,43,3,52,6,1.212074102
20,80,18,59,19,2,4.092067042
0,81,87,80,66,10,5.181986389
15,16,47,42,16,81,1.373398745
42,32,35,57,98,68,3.275903359
96,53,60,3,45,65,7.459494654
5,68,70,79,91,10,15.62077235
75,100,34,71,22,10,3.233131432
95,28,1,60,13,53,1.520180933
10,27,52,27,45,71,3.160525968
81,10,93,79,66,94,1.061494836
65,42,38,80,25,95,1.556443708
95,32,43,58,99,29,0.39542937
48,34,56,3,100,52,14.24283518
19,86,48,2,22,82,5.408987077
20,44,24,78,80,39,2.503247016
35,85,40,6,86,10,5.256265488
37,69,5,5,42,95,0.28262869
55,63,29,76,91,74,1.848332262
90,95,31,1,80,36,3.561889926
10,68,74,15,40,63,0.158974906
17,73,40,99,62,70,1.510198553
80,81,39,54,28,54,1.663086574
97,3,28,39,75,9,1.605512337
44,50,47,44,78,95,9.264352409
25,81,32,90,18,77,3.495116281
58,61,65,93,48,2,0.322334095
5,26,12,64,50,18,3.450188922
42,61,69,17,86,88,24
93,61,83,18,91,13,0.653382942
51,57,98,87,90,87,0.339172381
61,19,40,47,93,29,5.296655358
95,72,10,26,83,21,9.971202652
16,56,81,76,12,12,3.913321807
76,16,11,79,82,46,1.845598874
45,36,39,46,11,2,7.273353005
40,38,9,62,58,84,2.21432745
12,6,11,80,69,80,4.18850316
5,81,13,17,10,44,6.204108123
85,15,54,80,22,9,1.332556969
96,91,60,67,46,65,1.544295451
32,8,92,74,86,72,1.520471049
3,16,8,83,17,32,2.224841559
77,16,80,66,34,74,1.953553457
49,66,57,52,81,53,5.694003507
47,29,2,55,87,56,4.655123442
98,95,99,65,60,5,3.952702896
26,63,62,23,64,28,2.685787849
5,41,91,89,80,19,21.40069603
57,0,79,87,85,72,1.346538268
62,69,50,87,70,73,2.839196582
0,33,41,85,87,47,0.436234601
27,79,43,92,10,88,2.873572767
28,59,68,73,99,75,4.61364704
95,25,6,86,26,54,1.904516959
27,34,95,93,18,77,2.207601634
90,38,20,18,81,48,4.198414683
73,70,2,80,2,76,2.112328753
81,87,47,97,69,41,5.802583007
67,35,0,61,100,71,1.074052395
40,80,86,15,66,48,8.668285185
54,69,64,18,74,100,1.46258082
31,99,51,71,97,16,1.466682261
68,16,43,3,80,76,2.260901021
21,40,45,66,6,69,1.976677915
56,67,32,28,34,6,6.439847129
21,54,76,35,50,93,0.956011965
65,18,2,22,28,36,5.113888024
40,89,98,59,49,65,10.7727075
42,61,7,41,97,81,4.931680846
33,74,30,91,43,98,2.013807123
1,42,43,52,87,96,3.003352407
58,95,33,91,24,88,2.542366801
35,88,21,94,62,97,5.091104362
7,31,1,84,8,98,7.754519772
32,57,14,0,9,21,2.305546981
32,97,35,24,1,84,0.613414702
67,23,24,11,94,37,2.493293396
17,61,26,42,65,52,1.026870323
63,47,87,56,52,25,1.217916828
60,59,1,16,62,64,2.521296751
82,32,55,33,13,63,1.485034046
9,36,58,31,60,29,1.53252803
49,39,98,23,28,15,2.899266157
93,52,18,91,3,31,6.827252944
21,28,11,11,46,21,1.539961556
38,83,60,59,48,60,2.221358537
64,86,98,64,50,8,2.967690606
29,92,77,94,94,37,1.432017457
4,36,36,29,28,45,4.268507382
25,60,62,8,26,12,3.814126613
62,30,14,77,97,23,20.76544902
45,49,42,96,36,35,2.459141002
30,98,99,51,83,30,5.900859578
40,100,84,6,62,19,2.612051635
11,90,20,69,100,46,0.490576865
16,29,18,95,60,79,4.383596167
17,17,91,3,22,54,4.731845227
65,72,82,70,41,45,5.990341956
87,4,39,25,9,54,1.724158169
91,17,40,52,19,64,3.866023691
38,64,48,32,56,52,11.47483513
73,83,29,15,83,99,1.626939123
32,61,83,71,75,11,2.023053237
87,51,24,0,31,35,1.859016686
74,77,1,49,49,86,9.728650626
7,47,37,1,13,38,11.4539575
90,20,15,31,55,21,1.785405176
25,70,39,16,34,6,1.75114587
75,78,15,55,10,73,9.489338318
34,4,94,19,19,78,2.304308232
56,5,7,73,50,78,6.031678622
78,20,3,77,63,71,1.794737495
20,0,69,18,95,88,6.361866093
36,37,54,72,46,69,0.924477342
93,4,91,20,75,83,3.196939328
4,61,18,40,85,24,19.67011775
16,9,71,88,10,61,2.961013392
89,47,47,82,60,26,19.1723462
97,66,79,75,37,49,5.666536764
96,59,98,76,82,79,4.610962882
81,99,33,0,74,33,2.521245804
24,41,14,79,25,16,2.719184472
60,52,54,13,79,9,1.112747461
93,72,17,12,3,48,7.945841035
36,26,13,78,68,61,1.681588122
83,72,4,19,80,48,0.674989403
65,21,47,90,45,18,24
12,42,75,0,81,74,6.456094345
39,37,71,43,5,77,1.195446648
41,79,75,95,80,50,3.201355265
83,31,61,62,67,41,5.782051806
69,56,99,58,39,52,3.501682838
74,26,27,22,28,76,0.188589446
24,71,29,62,75,91,0.708907708
41,22,60,57,41,84,0.762045724
9,63,19,52,29,5,3.882285482
94,85,91,55,75,99,4.308844281
42,97,93,73,77,73,1.345873
67,14,27,6,37,63,4.074383068
88,57,80,58,11,57,2.010886757
27,36,65,88,63,73,9.175848234
23,47,48,36,32,89,1.897240288
98,5,58,82,56,75,7.261929782
40,2,79,57,24,13,14.87330586
60,80,71,42,97,38,8.165412769
4,62,83,64,78,7,1.150289129
96,44,90,76,10,37,2.841226632
10,69,8,29,52,63,0.865027738
7,79,85,89,97,88,0.382784508
20,90,86,49,42,41,1.785478295
95,76,1,63,91,62,1.995196542
63,79,98,21,18,98,11.11561111
4,35,85,92,41,20,0.325512344
33,100,30,92,7,64,2.424466741
8,30,85,3,90,24,0.429266645
37,3,97,50,31,27,1.443665298
42,20,79,92,22,19,2.49879255
95,64,75,40,86,27,0.948709746
9,14,35,93,75,43,4.37398181
11,19,69,88,46,12,2.212686607
98,67,91,12,78,79,2.867427503
17,91,1,36,14,89,0.99458696
86,41,39,91,86,81,2.177226344
11,5,7,19,59,5,2.995504156
30,50,34,5,68,54,3.260155712
10,36,85,14,24,71,1.378942531
97,2,84,29,43,21,2.963705777
26,79,97,15,37,65,3.329972453
20,86,52,11,65,90,1.260295277
73,91,33,37,59,26,4.508696196
12,2,28,36,6,39,3.91433878
44,31,52,76,26,53,2.674263157
46,35,96,2,16,31,5.173666114
24,77,96,75,7,51,2.297493412
76,1,63,71,45,24,7.213627787
63,80,13,65,93,47,15.2655693
69,34,16,10,8,52,0.927993995
98,99,75,78,0,7,9.701441007
27,40,54,0,63,88,2.591267743
19,24,89,51,48,45,1.485920364
83,100,30,40,54,3,2.12014226
40,39,68,70,13,67,0.782781073
3,57,7,75,10,43,3.001324776
83,36,89,57,58,74,1.918429698
68,94,50,2,95,23,1.738675411
85,81,2,89,100,30,1.849217712
23,16,15,47,91,46,1.568654189
16,56,62,70,89,22,0.351070791
4,54,54,73,52,100,2.133379956
56,45,24,18,50,51,0.667975745
25,47,88,58,69,1,0.862985159
99,6,55,12,1,91,12.83952411
71,21,30,38,64,24,1.229080454
72,84,74,4,6,9,1.114857497
16,62,64,59,96,76,2.663378077
55,44,44,71,41,29,23.44294387
7,32,79,4,28,17,6.240050586
63,40,61,20,87,94,6.094680985
68,81,2,70,69,82,4.9328456
9,56,17,26,6,83,2.686418218
49,94,87,82,3,48,15.51763544
54,61,87,93,80,54,3.512884455
13,7,30,16,89,49,0.832548593
90,70,52,61,47,8,7.080589273
26,5,6,41,16,18,1.591601997
4,87,37,76,25,33,9.364665357
78,6,88,76,29,96,12.55191558
27,100,3,8,59,66,0.535262881
4,92,79,63,13,22,3.611701323
85,86,75,83,56,99,7.099977279
11,45,74,22,28,30,0.67666616
7,10,25,63,32,13,5.233446937
58,25,47,64,38,49,7.179701342
64,57,48,79,92,63,1.755565419
98,8,84,100,55,65,4.298664429
59,0,63,91,6,76,3.565344037
79,61,82,9,79,84,2.260326782
54,59,38,40,54,98,5.131802053
93,28,96,80,62,31,2.56637397
42,41,80,94,11,15,1.653739816
40,91,50,91,30,2,0.422365116
9,34,41,10,66,23,4.88943714
97,18,14,66,71,24,9.921577932
74,14,54,23,55,43,0.420729061
83,54,100,46,84,1,1.54412419
6,30,0,52,51,50,5.501938029
20,78,18,30,44,42,6.39750056
74,39,85,86,23,85,0.927797465
100,52,32,90,22,33,1.153883465
86,47,19,84,75,20,1.671923486
43,22,91,95,90,68,0.911186843
94,25,30,80,15,18,10.43271672
81,29,15,13,90,23,7.539802523
87,43,27,17,55,36,7.329554427
85,88,22,90,94,15,3.197956862
36,77,61,33,17,5,12.32401059
43,92,45,16,70,53,6.180564334
64,80,10,8,11,14,5.982917583
5,53,59,17,79,85,5.13695479
37,63,2,98,100,90,5.606607026
92,76,3,70,34,20,0.348949111
42,27,2,93,91,52,4.395184619
56,40,90,19,66,4,4.217855537
74,21,90,60,37,92,13.17149569
79,77,95,35,56,68,1.480401852
69,82,98,71,30,29,8.367692572
64,36,92,79,63,73,1.448632564
54,64,39,12,1,13,1.335994197
34,93,77,22,53,77,10.8527643
23,99,62,73,65,80,1.839927917
37,41,41,94,42,3,9.554459265
2,63,19,88,70,6,12.84896453
50,67,64,93,74,24,19.97213314
60,80,1,96,8,8,3.362360775
39,64,90,39,65,13,4.643968728
53,91,5,28,6,61,1.827309944
65,16,40,57,86,21,5.676844286
59,84,75,59,42,58,4.311613901
14,4,32,44,63,81,3.648695905
85,28,21,98,28,10,5.45781194
45,26,43,84,1,39,0.440559327
54,86,32,99,68,94,2.800686548
3,46,4,5,67,9,6.64980195
23,39,12,76,72,56,0.325336863
82,0,73,1,37,46,19.52125447
93,6,10,43,48,12,1.293751401
85,28,84,7,47,54,11.95871016
39,30,26,64,9,98,2.776955022
26,48,55,23,71,88,1.514476586
78,73,65,1,3,37,1.439965269
51,41,3,9,76,86,4.850187544
36,15,78,49,11,74,1.042680157
0,14,99,98,62,30,2.575319253
75,31,99,94,18,77,4.335087863
8,73,10,5,10,48,1.40676502
82,90,35,11,14,20,0.568563686
17,69,71,20,62,92,3.578960067
38,98,84,50,93,68,3.365795596
74,11,52,63,66,16,9.570566898
74,13,72,84,36,75,2.159204146
29,71,100,20,10,76,5.723719221
19,10,66,28,65,33,0.672305718
14,18,71,85,24,75,2.193437385
63,6,38,85,36,74,11.73655091
24,89,41,73,30,91,24
48,15,46,39,63,79,17.19856765
66,89,14,99,11,89,2.952101631
25,7,92,62,35,18,1.142272888
44,13,47,99,90,95,1.03662561
91,16,60,37,57,14,5.803852127
5,83,31,9,12,83,2.806559975
31,49,61,81,27,50,2.758516216
74,35,52,46,26,35,5.487907021
76,61,96,0,19,81,2.449584021
16,86,36,41,45,50,6.82372719
45,11,39,56,28,54,11.74124833
52,94,52,17,50,4,0.741257682
99,86,40,30,85,84,4.655455018
93,38,85,54,38,20,7.133209982
3,18,76,91,23,88,1.80178061
77,38,52,62,99,14,2.161695122
27,47,76,92,51,45,3.522072393
70,42,53,47,0,35,7.572546026
15,54,81,100,64,98,1.433614264
77,78,91,74,20,34,24
100,9,55,54,69,34,2.075063487
38,17,63,10,74,87,2.849145001
90,70,22,40,84,34,2.204000471
29,51,0,39,12,64,3.231007295
78,47,44,15,17,80,7.522851828
56,81,12,67,93,74,12.70340038
55,12,33,9,84,26,17.84745478
38,77,56,97,11,82,1.718925128
41,49,43,1,18,72,6.267969699
17,59,39,3,41,42,0.766040847
74,1,17,17,61,53,2.828811096
21,56,65,18,86,71,1.923101628
3,50,71,12,78,94,9.394863184
2,60,88,85,28,98,0.396372745
60,69,52,42,91,25,0.518887056
23,34,61,25,20,61,11.52371369
77,67,92,2,57,80,1.302719317
51,66,32,80,16,59,6.186112095
66,56,57,82,38,36,5.329043863
30,29,77,5,65,64,15.42657552
52,10,92,96,47,45,2.031441361
60,22,0,40,37,63,4.880667446
57,48,30,66,48,73,0.754712355
34,37,12,14,37,95,4.495861836
30,35,1,16,65,93,4.052730846
56,87,76,27,40,96,17.92748596
75,69,91,96,24,16,4.189308434
9,92,2,34,9,85,1.993845791
83,85,61,3,70,35,4.670419754
17,8,64,41,88,36,4.477814514
55,74,70,23,28,41,6.587618266
35,19,16,87,35,62,3.914689595
50,72,52,62,43,21,2.299112792
60,35,26,48,62,8,13.28630253
18,50,57,29,42,41,16.37352634
80,18,16,73,97,94,2.746426505
10,91,4,7,62,95,1.543815445
4,74,49,94,56,98,0.361977041
100,96,46,27,78,48,4.782370783
44,23,58,18,71,82,6.641260036
99,36,18,39,81,99,2.507965619
44,97,69,45,1,10,8.225281637
47,75,5,63,29,86,2.957360869
13,15,70,46,63,11,10.38387953
27,29,11,1,64,67,0.670514523
8,10,17,61,92,30,1.412244145
58,95,100,99,79,60,1.65980375
37,40,10,80,28,29,5.830738989
92,90,17,23,51,78,0.849263901
24,79,99,9,59,93,1.980784505
71,28,85,47,89,5,4.190052443
47,38,29,56,99,23,0.480163478
18,41,91,63,76,62,6.209804504
1,96,22,34,74,77,1.646675076
5,85,9,48,49,73,1.148628374
29,80,88,48,46,89,1.141838878
60,23,30,3,37,37,2.565821166
1,39,65,30,55,26,2.834624945
50,8,10,27,76,74,0.817846923
82,94,75,42,42,29,1.932202543
12,41,39,22,9,4,4.894758277
48,86,60,60,5,96,4.176955836
7,75,34,84,27,81,2.310201308
8,55,43,76,97,91,2.578556321
22,25,22,86,97,17,9.146713759
100,94,39,27,73,20,1.570764581
71,9,52,67,1,19,3.594312811
72,29,11,83,91,25,1.833070509
15,43,28,83,45,51,2.832242798
15,37,9,96,28,3,1.247425984
11,27,33,51,88,69,12.6215497
88,18,30,30,80,72,8.231051872
10,42,41,6,27,35,0.99712543
81,68,79,81,58,36,3.260088346
12,17,90,98,27,68,1.516531888
34,71,94,20,11,35,3.639936664
81,11,69,80,20,10,0.538875504
93,25,17,26,52,35,5.737260983
42,41,50,11,99,58,0.263275001
100,17,96,89,4,2,1.170789709
29,38,92,0,28,66,1.337477813
59,91,69,45,42,85,3.879247561
66,64,16,71,79,15,6.320275627
28,7,41,83,75,57,2.293530935
24,87,36,10,74,70,3.548519492
65,38,51,97,72,34,0.505254783
4,29,54,20,12,75,7.701930952
94,28,63,100,66,56,10.7554297
4,74,88,60,95,12,15.45010879
84,90,28,66,19,66,8.292111302
48,77,5,87,14,63,12.59350787
25,64,75,9,97,52,16.32557228
70,79,53,28,40,30,4.981241861
29,89,10,35,66,79,2.622751878
97,50,17,67,35,48,1.485827259
27,59,7,21,56,79,1.138353836
13,1,64,89,99,23,2.657834483
17,46,24,76,11,84,3.299254068
56,61,96,35,70,91,5.472512265
80,51,33,73,31,53,0.491461835
24,100,35,81,2,79,1.752597084
69,37,4,89,27,35,1.382183548
4,57,9,21,43,46,1.39767712
52,38,1,25,67,65,8.199070387
84,35,2,73,10,27,1.997234789
38,62,43,87,80,9,3.193329658
56,88,94,16,15,15,1.171769341
83,31,16,26,40,99,0.50537983
10,56,9,64,50,69,10.785154
68,26,92,39,47,39,0.832841358
98,100,55,70,10,44,1.54280432
98,9,8,2,14,23,0.306169342
24,38,19,44,53,26,1.111672555
29,60,9,41,91,66,23.9953705
1,54,40,83,43,60,0.643404278
83,49,47,36,23,15,6.343341091
35,55,81,61,91,79,2.597314147
36,36,31,95,45,85,0.975320099
1,58,33,84,62,38,0.304992761
46,15,14,21,74,96,6.554943357
90,63,11,87,97,30,0.356594765
95,0,55,57,9,78,2.933117633
58,38,46,89,53,64,3.553011494
3,41,12,35,49,78,3.685205047
90,58,88,59,100,67,4.535896649
93,91,60,78,72,59,0.925399072
66,98,26,26,10,88,3.074354996
45,44,56,52,39,19,0.92569754
90,0,78,24,99,45,2.950536071
35,28,63,55,35,45,2.837235413
64,33,79,53,13,12,2.36610776
98,29,100,20,98,75,13.01005145
55,64,49,15,49,54,5.545260364
75,91,3,9,64,28,10.26026262
34,36,49,62,47,95,24
81,87,14,44,61,5,0.899093389
100,73,19,44,97,91,3.869031617
22,90,5,93,2,25,22.0136815
96,31,36,36,15,77,4.697317661
77,60,34,17,39,41,0.507820036
43,11,77,35,27,55,3.367981093
0,44,94,58,98,50,7.111693704
90,3,33,93,74,84,1.681639784
87,39,48,93,5,51,3.830881382
65,25,56,71,19,49,4.10407619
11,15,26,54,11,50,1.023119175
12,53,50,78,44,31,0.847089827
26,9,73,48,96,12,4.350262432
19,21,47,73,83,65,1.238567456
100,4,77,37,47,91,3.288339982
97,63,7,70,0,44,0.766855178
5,23,93,69,70,92,12.69273552
7,92,16,76,48,43,2.760576458
20,98,94,75,26,46,20.11456417
20,13,88,2,64,55,3.261814812
44,68,48,10,16,50,13.9036057
69,27,5,23,66,69,2.947936607
43,8,43,34,29,8,1.870595759
58,27,33,14,75,43,0.776576778
29,38,13,95,95,81,2.153546849
9,92,55,32,21,91,8.714747179
74,5,98,64,49,85,1.201416786
0,87,84,19,1,95,1.271563759
9,61,39,4,40,95,3.768816022
24,49,20,85,96,43,5.180397187
79,45,98,7,97,77,4.578940827
82,25,38,3,69,79,1.09523302
73,8,45,49,85,9,2.135428113
13,13,22,87,0,66,14.78004824
2,84,45,32,97,6,1.204091386
67,10,51,8,45,85,1.621230112
39,77,99,66,47,85,8.188518735
32,32,5,23,60,38,5.435303412
83,39,70,35,50,10,0.868761067
78,26,38,53,71,51,1.95878006
6,39,35,5,0,58,3.526907411
2,23,2,10,25,59,1.662685364
90,53,14,98,94,81,4.104442022
36,14,17,83,77,15,2.817795557
92,68,32,58,89,54,1.865308891
25,71,19,82,60,10,1.7384423
90,72,70,98,35,44,3.567034352
24,69,61,31,91,4,1.347683848
39,15,77,77,56,72,6.688547581
42,69,40,34,83,12,4.5009055
93,35,42,41,59,92,5.102610978
43,41,18,11,15,98,2.054457746
83,19,22,75,63,84,4.662535083
70,17,29,74,49,73,1.446376217
28,79,97,49,38,36,5.451592788
97,12,60,24,36,92,4.472299533
89,14,77,21,61,97,12.681281
90,34,86,12,74,9,4.55923427
56,73,5,68,73,62,0.798251805
8,43,35,57,96,30,6.537755956
21,19,12,78,100,98,5.737536643
75,94,85,35,52,94,5.408533553
69,15,57,5,96,16,1.346414147
5,97,55,7,40,64,1.463142361
26,7,39,53,26,12,1.016968779
82,58,35,85,95,58,3.076460542
51,14,23,100,56,22,23.70103223
69,70,46,51,62,70,6.174169028
48,66,52,1,71,38,0.604449624
80,84,96,94,98,66,3.973997904
92,68,24,47,81,72,8.744414122
22,30,68,6,30,72,0.332514162
80,21,48,71,22,59,3.746068087
20,12,10,39,44,89,0.763320954
73,41,80,31,45,1,0.654051622
7,46,68,4,72,100,3.023630101
53,100,20,73,67,96,11.33916435
13,51,10,51,89,9,6.194567429
30,54,69,97,2,31,4.468148895
50,57,27,100,94,55,1.1429109
61,7,33,28,51,29,4.058940465
17,97,52,33,84,1,18.09491608
46,22,91,78,9,95,6.431053215
93,81,92,35,6,48,0.447848157
81,67,32,26,48,22,8.408574141
51,76,48,73,28,51,1.347376464
88,29,88,100,90,87,5.28555454
36,41,0,78,69,96,2.193554453
88,4,74,55,10,1,0.651666211
29,30,43,35,67,98,6.002284109
29,41,80,31,80,96,0.922245161
99,86,20,86,9,2,1.029265152
74,40,38,9,56,16,3.314787243
47,83,80,44,63,34,3.216732943
38,58,0,0,0,32,0.529283072
26,87,21,85,35,85,6.502388113
15,6,82,99,79,22,3.323078011
31,61,36,65,51,74,5.217719042
28,6,62,5,59,93,7.259342939
